"HB-S Series","20","11.00","1509","1429","1620","1"
"HB-Z Series","18","8.00","1359","1279","1630","0"
"HB-Z Series","18","8.50","1359","1279","1640","0"
"HB-Z Series","18","9.00","1359","1279","1650","0"
"HB-Z Series","18","9.50","1359","1279","1660","0"
"HB-Z Series","19","8.50","1399","1319","1670","1"
"HB-Z Series","19","9.00","1399","1319","1680","1"
"HB-Z Series","19","9.50","1399","1319","1690","1"
"HB-Z Series","19","10.00","1399","1319","1700","1"
"HB-Z Series","19","10.50","1399","1319","1710","1"
"HB-Z Series","19","11.00","1399","1319","1720","1"
"HB-Z Series","20","8.50","1489","1399","1730","1"
"HB-Z Series","20","9.00","1489","1399","1740","1"
"HB-Z Series","20","9.50","1489","1399","1750","1"
"HB-Z Series","20","10.00","1489","1399","1760","1"
"HB-Z Series","20","10.50","1489","1399","1770","1"
"HB-Z Series","20","11.00","1489","1399","1780","1"
"HB-Z Series","21","8.50","1629","1539","1790","1"
"HB-Z Series","21","9.00","1629","1539","1800","1"
"HB-Z Series","21","9.50","1629","1539","1810","1"
"HB-Z Series","21","10.00","1629","1539","1820","1"
"HB-Z Series","21","10.50","1629","1539","1830","1"
"HB-Z Series","21","11.00","1629","1539","1840","1"
"HC Series","18","8.00","1399","1319","1850","1"
"HC Series","18","8.50","1399","1319","1860","1"
"HC Series","19","8.50","1489","1399","1870","1"
"HC Series","19","9.00","1489","1399","1880","1"
"HC Series","19","9.50","1489","1399","1890","1"
"HC Series","19","10.00","1489","1399","1900","1"
"HC Series","20","8.50","1599","1509","1910","1"
"HC Series","20","9.00","1599","1509","1920","1"
"HC Series","20","9.50","1599","1509","1930","1"
"HC Series","20","10.00","1599","1509","1940","1"
"HC Series","20","10.50","1599","1509","1950","1"
"HC Series","20","11.00","1599","1509","1960","1"
"HC Series","21","8.50","1719","1619","1970","1"
"HC Series","21","9.00","1719","1619","1980","1"
"HC Series","21","9.50","1719","1619","1990","1"
"HC Series","21","10.00","1719","1619","2000","1"
"HC Series","21","10.50","1719","1619","2010","1"
"HC Series","21","11.00","1719","1619","2020","1"
"HCS Series","18","8.00","1429","1349","2030","0"
"HCS Series","18","8.50","1429","1349","2040","0"
"HCS Series","19","8.50","1489","1399","2050","1"
"HCS Series","19","9.00","1489","1399","2060","1"
"HCS Series","19","9.50","1489","1399","2070","1"
"HCS Series","19","10.00","1489","1399","2080","1"
"HCS Series","20","8.50","1599","1509","2090","1"
"HCS Series","20","9.00","1599","1509","2100","1"
"HCS Series","20","9.50","1599","1509","2110","1"
"HCS Series","20","10.00","1599","1509","2120","1"
"HCS Series","20","10.50","1599","1509","2130","1"
"HCS Series","20","11.00","1599","1509","2140","1"
"HCS Series","21","8.50","1719","1619","2150","1"
"HCS Series","21","9.00","1719","1619","2160","1"
"HCS Series","21","9.50","1719","1619","2170","1"
"HCS Series","21","10.00","1719","1619","2180","1"
"HCS Series","21","10.50","1719","1619","2190","1"
"HCS Series","21","11.00","1719","1619","2200","1"
"RA Series","17","7.50","989","939","2210","1"
"RA Series","17","8.00","989","939","2220","1"
"RA Series","17","8.50","989","939","2230","1"
"RA Series","17","9.00","989","939","2240","1"
"RA Series","18","8.00","1049","989","2250","1"
"RA Series","18","8.50","1049","989","2260","1"
"RA Series","18","9.00","1049","989","2270","1"
"RA Series","18","9.50","1049","989","2280","1"
"RA Series","19","8.50","1109","1049","2290","1"
"RA Series","19","9.00","1109","1049","2300","1"
"RA Series","19","9.50","1109","1049","2310","1"
"RA Series","19","10.00","1109","1049","2320","1"
"RA Series","19","10.50","1109","1049","2330","1"
"RA Series","19","11.00","1109","1049","2340","1"
"RA Series","20","8.50","1199","1129","2350","1"
"RA Series","20","9.00","1199","1129","2360","1"
"RA Series","20","9.50","1199","1129","2370","1"
"RA Series","20","10.00","1199","1129","2380","1"
"RA Series","20","10.50","1199","1129","2390","1"
"RA Series","20","11.00","1199","1129","2400","1"
"RS Series","17","7.00","859","809","2410","1"
"RS Series","17","7.50","859","809","2420","1"
"RS Series","17","8.00","859","809","2430","1"
"RS Series","17","9.00","899","849","2440","1"
"RS Series","18","8.00","949","889","2450","1"
"RS Series","18","8.50","949","889","2460","1"
"RS Series","18","9.00","989","939","2470","1"
"RS Series","18","9.50","989","939","2480","1"
"RS Series","18","10.00","1029","979","2490","1"
"RS Series","18","10.50","1029","979","2500","1"
"RS Series","18","11.00","1029","979","2510","1"
"RS Series","18","12.00","1139","1069","2520","1"
"RS Series","18","13.00","1209","1139","2530","1"
"RS Series","19","8.00","1029","979","2540","1"
"RS Series","19","8.50","1029","979","2550","1"
"RS Series","19","9.00","1079","1019","2560","1"
"RS Series","19","9.50","1079","1019","2570","1"
"RS Series","19","10.00","1119","1059","2580","1"
"RS Series","19","10.50","1119","1059","2590","1"
"RS Series","19","11.00","1119","1059","2600","1"
"RS Series","19","12.00","1209","1139","2610","1"
"RS Series","19","13.00","1269","1199","2620","1"
"RT Series","17","7.00","829","789","2630","1"
"RT Series","17","7.50","829","789","2640","1"
"RT Series","17","8.00","829","789","2650","1"
"RT Series","17","9.00","879","829","2660","1"
"RT Series","18","8.00","919","869","2670","1"
"RT Series","18","8.50","919","869","2680","1"
"RT Series","18","9.00","959","909","2690","1"
"RT Series","18","9.50","959","909","2700","1"
"RT Series","18","10.00","1009","949","2710","1"
"RT Series","18","10.50","1009","949","2720","1"
"RT Series","18","11.00","1009","949","2730","1"
"RT Series","18","12.00","1109","1049","2740","1"
"RT Series","18","13.00","1179","1119","2750","1"
"RT Series","19","8.00","1009","949","2760","1"
"RT Series","19","8.50","1009","949","2770","1"
"RT Series","19","9.00","1049","989","2780","1"
"RT Series","19","9.50","1049","989","2790","1"
"RT Series","19","10.00","1099","1029","2800","1"
"RT Series","19","10.50","1099","1029","2810","1"
"RT Series","19","11.00","1099","1029","2820","1"
"RT Series","19","12.00","1179","1119","2830","1"
"RT Series","19","13.00","1239","1169","2840","1"
"SN Series","18","8.00","1109","1049","2850","0"
"SN Series","18","8.50","1109","1049","2860","0"
"SN Series","18","9.00","1109","1049","2870","0"
"SN Series","18","9.50","1109","1049","2880","0"
"SN Series","19","8.50","1159","1099","2890","0"
"SN Series","19","9.00","1159","1099","2900","0"
"SN Series","19","9.50","1159","1099","2910","0"
"SN Series","19","10.00","1159","1099","2920","0"
"SN Series","19","10.50","1159","1099","2930","0"
"SN Series","19","11.00","1159","1099","2940","0"
"SN Series","20","8.50","1249","1179","2950","0"
"SN Series","20","9.00","1249","1179","2960","0"
"SN Series","20","9.50","1249","1179","2970","0"
"SN Series","20","10.00","1249","1179","2980","0"
"SN Series","20","10.50","1249","1179","2990","0"
"SN Series","20","11.00","1249","1179","3000","0"
"TM Series","18","8.00","1309","1239","3010","0"
"TM Series","18","8.50","1309","1239","3020","0"
"TM Series","18","9.00","1309","1239","3030","0"
"TM Series","18","9.50","1309","1239","3040","0"
"TM Series","19","8.50","1399","1319","3050","0"
"TM Series","19","9.00","1399","1319","3060","0"
"TM Series","19","9.50","1399","1319","3070","0"
"TM Series","19","10.00","1399","1319","3080","0"
"TM Series","19","10.50","1399","1319","3090","0"
"TM Series","19","11.00","1399","1319","3100","0"
"TM Series","20","8.50","1489","1399","3110","0"
"TM Series","20","9.00","1489","1399","3120","0"
"TM Series","20","9.50","1489","1399","3130","0"
"TM Series","20","10.00","1489","1399","3140","0"
"TM Series","20","10.50","1489","1399","3150","0"
"TM Series","20","11.00","1489","1399","3160","0"
