"CRF599/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF605/08","BMC CRF Replacement Filters","860.0000","1720.0000","1720.0000","Y","0000-00-00",""
"CRF612/08","BMC CRF Replacement filters","850.0000","1700.0000","1700.0000","Y","0000-00-00",""
"CRF613/08","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"CRF613/08-R","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"CRF614/01","BMC CRF Replacement filter","590.0000","1180.0000","1180.0000","Y","0000-00-00",""
"CRF628/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF642/08","BMC CRF Intake System","1900.0000","3800.0000","3800.0000","Y","0000-00-00",""
"CRF644/01-S1","","0.0000","0.0000","0.0000","Y","2015-04-15","Due into stock later in 2015"
"CRF644/01T","BMC CRF Intake System","3000.0000","6000.0000","6000.0000","Y","0000-00-00",""
"CRF668/01","BMC CRF Complete Airbox","5500.0000","11000.0000","11000.0000","Y","0000-00-00",""
"CRF676/01","BMC CRF Intake System","3000.0000","6000.0000","6000.0000","Y","0000-00-00",""
"CRF704/01","BMC CRF Complete Airbox","4500.0000","9000.0000","9000.0000","Y","0000-00-00",""
"CRF705/01","BMC CRF Complete Airbox","4400.0000","8800.0000","8800.0000","Y","0000-00-00",""
"CRF706/01","BMC CRF Half Airbox","2800.0000","5600.0000","5600.0000","Y","0000-00-00",""
"CRF708/01","BMC CRF Intake System","3000.0000","6000.0000","6000.0000","Y","0000-00-00",""
"CRF712/04","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF721/01","BMC CRF Intake System","3000.0000","6000.0000","6000.0000","Y","0000-00-00",""
"CRF722/01","BMC CRF Intake System","1350.0000","2700.0000","2700.0000","Y","0000-00-00",""
"CRF726/01","BMC CRF Replacement filter","740.0000","1480.0000","1480.0000","Y","0000-00-00",""
"CRF759/01","","0.0000","0.0000","0.0000","N","0000-00-00","Motorbike product - not available to PAT"
"CRF793/01-S1","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"CRF797/01-S1","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"CRF805/01-S1","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"CSAN-3157-P01","BMC AIR FILTER 335X235X19","250.0000","500.0000","500.0000","Y","0000-00-00",""
"FB100/01","BMC AIR FILTER  HONDA, HYUNDAI, PEUGEOT.","46.3600","99.0000","99.0000","Y","0000-00-00",""
"FB101/01","BMC AIR FILTER 177x254 FORD","52.6000","109.0000","109.0000","Y","0000-00-00",""
"FB102/01","BMC AIR FILTER 213x254 AUDI.BMW.HOLD","48.0000","99.0000","99.0000","Y","0000-00-00",""
"FB103/01","BMC AIR FILTER 190x335 MERC","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB104/01","BMC AIR FILTER 212x216 JAGUAR XJ / VW POLO","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB106/01","BMC AIR FILTER HOLDEN TOYOTA","55.0000","99.0000","99.0000","Y","0000-00-00",""
"FB107/01","BMC AIR FILTER 190x200 HONDA - VARIOUS","67.1900","129.0000","129.0000","Y","0000-00-00",""
"FB108/01","BMC AIR FILTER 164x206 HOLDEN BARINA","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB109/03","BMC AIR FILTER 180x249 ALFA ROMEO 155","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB110/03","BMC AIR FILTER 168x300 ALFA ROMEO - VARIOUS","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB111/01","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"FB112/01","BMC AIR FILTER 182x307 AUDI.VW.JAG","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB113/01","BMC AIR FILTER 234 X 86 FIAT","67.0000","119.0000","119.0000","Y","0000-00-00",""
"FB116/05","BMC AIR FILTER 228x268 VW GOLF","54.0000","119.0000","119.0000","Y","0000-00-00",""
"FB117/01","BMC AIR FILTER 149x259 BMW.MAZDA","52.0000","99.0000","99.0000","Y","0000-00-00",""
"FB118/01","BMC AIR FILTER 149x325 BMW/FORD","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB119/01","BMC AIR FILTER 169x344 VOLVO V40","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB120/01","BMC AIR FILTER 186x351 VOLVO","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB121/01","BMC AIR FILTER 236x236 BMW","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB122/01","BMC AIR FILTER 135x337 AUDI.VW","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB123/04","BMC AIR FILTER 131x240 ALFA.FIAT","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB124/01","BMC AIR FILTER 107x266 LOTUS.MG","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB125/01","BMC AIR FILTER 118x272 CHRYSLER CROSSFIRE","63.9800","119.0000","119.0000","Y","0000-00-00",""
"FB126/04","","0.0000","0.0000","0.0000","S","0000-00-00","Special Order Only"
"FB129/03","BMC AIR FILTER 194x319 FERRARI","85.9000","149.0000","149.0000","Y","0000-00-00",""
"FB132/01","BMC AIR FILTER 178x244 BMW VARIOUS MODELS","67.1900","119.0000","119.0000","Y","0000-00-00",""
"FB134/06","BMC AIR FILTER ID91 / OD125 / H62 PEUGEOT/CITROEN","61.8000","109.0000","109.0000","Y","0000-00-00",""
"FB135/06","BMC AIR FILTER ID164 / OD212 / H108 RENAULT","74.6600","129.0000","129.0000","Y","0000-00-00",""
"FB136/04","BMC AIR FILTER 240x325 PORSCHE","85.9000","149.0000","149.0000","Y","0000-00-00",""
"FB138/01","BMC AIR FILTER 140x377 FIAT","67.1900","119.0000","119.0000","Y","0000-00-00",""
